count;concept;node1;node2;node3
38057;greenhouse_gas_emissions;ghg_emissions;co2_emissions;greenhouse_gases
37540;russian_federation;ukraine;russia;kazakhstan
37346;economic_operators;economic_operator;traders;contracting_authorities
37303;information_technology;information_technologies;information_and_communication_technology;information_and_communications_technology
37226;necessary_measures;necessary_steps;appropriate_measures;all_the_necessary_measures
37192;close_cooperation;close_collaboration;close_co-operation;close_consultation
37019;directorate_general;directorate-general-general;economic_and_financial_affairs;european_commission_directorate_general
36833;further_development;continued_development;future_development;further_developments
36808;central_and_eastern_europe;central_and_eastern_european_countries;eastern_and_central_europe;eastern_europe
36778;see_chapter;see_section;see_also_chapter;see_box
36754;treaty_on_european_union;eu_treaty;union_treaty;treaty_of_amsterdam
36705;joint_committee;association_committee;association_council;cooperation_council
36700;available_data;existing_data;available_information;published_data
36638;eastern_europe;central_and_eastern_europe;central_europe;eastern_and_central_europe
36636;eu_budget;union_budget;community_budget;european_budget
36538;new_technology;new_technologies;technological_change;advanced_technology
36490;national_currency;national_currencies;ecus;monnaie_nationale
36419;north_sea;baltic_sea;english_channel;mediterranean_sea
36364;that_directive;directive;said_directive;present_directive
36350;total_value;overall_value;value;aggregate_value
36323;cohesion_fund;erdf;european_regional_development_fund;european_social_fund
36294;capacity_building;capacity_development;building_capacity;build_capacity
36219;eea_agreement;eea_joint_committee;eea_joint_committee_decision;european_economic_area
36191;which_the_commission;the_commission;which_it;which_parliament
36072;notified_body;notified_bodies;ec_type-examination;eu-type_examination
36068;high_temperature;low_temperature;high_temperatures;elevated_temperatures
35922;time_limits;deadlines;time_limit;deadline
35821;raw_sugar;white_sugar;syrups;candy_sugar
35790;petroleum_products;crude_oil;oil_products;hard_coal
35770;preliminary_ruling;bundesfinanzhof;finanzgericht_hamburg;article_267_tfeu
35728;financial_resources;financial_means;resources;funds
35708;milk_and_milk_products;beef_and_veal;products_processed_from_fruit_and_vegetables;sheepmeat_and_goatmeat
35699;administrative_provisions;regulations_and_admin_istrative_provisions;laws;regulations
35611;air_transport;rail_transport;land_transport;sea_transport
35543;ecu/100_kg;ecu_100_kg;eur/100_kg;tm146
35538;commission_services;european_commission_services;ameco;commission_services_table
35491;great_britain;united_kingdom;northern_ireland;britain
35440;electronic_communications;electronic_communication;electronic_communications_networks;2002/58/
35398;br_deutschland;deutschland;ellas;belgique
35384;european_investment_bank;eib;european_investment_bank-eib;european_investment_fund
35295;foreign_affairs;eign_affairs;minister;foreign_affairs_minister
35291;economic_crisis;economic_and_financial_crisis;financial_and_economic_crisis;global_economic_crisis
35247;life_cycle;life_cycles;entire_life_cycle;product_life_cycle
35231;social_policy;employment_policy;european_social_policy;social_policies
35219;working_hours;working_time;working_times;working_week
35204;middle_east;north_africa;africa;asia
35189;partner_countries;partner_country;partner_coun;mediterranean_partners
35172;drinking_water;drinking_water_supplies;surface_water;drinking_water_supply
35096;european_economy;eu_economy;cm-ar-91-050-en-c;recent_economic_trends
34748;european_integration;eu_integration;european_integration_process;democratization
34727;near_future;immediate_future;next_future;foreseeable_future
34652;growth_rates;annual_growth_rates;average_growth_rates;annual_average_growth_rates
34530;that_member_states;that_states;require_member_states;which_member_states
34504;gray_image;gray;cmm;gray_graphic
34440;eu_policies;european_union_policies;eu_policy;european_policies
34435;toolbox_cd;local_heidelberg_office;install;pdf
34431;local_heidelberg_office;toolbox_cd;install;computer
34335;working_days;calendar_days;three_working_days;five_working_days
34239;policy_making;policy_formulation;policy_development;policy_design
34223;administrative_burden;administrative_burdens;regulatory_burden;bureaucratic_burden
34105;eu_citizens;european_citizens;european_union_citizens;citizens
34063;cn_codes;cn_code;subheadings;following_cn_codes
33964;originating_products;oforiginating_products;administrative_cooperation_oj;administrative_cooperation_official_journal
33952;small_and;small;medium-sized;medium_size
33835;general_principles;principles;rules;basic_principles
33800;financial_markets;capital_markets;financial_market;capital_market
33792;competition_policy;competition_law;merger_control;community_competition_policy
33787;other_services;business_services;total_services;sen/ices
33787;acp_states;octs;acp_countries;acp_coun
33785;tertiary_education;upper_secondary_education;post-secondary;isced
33694;public_consultation;public_consultations;consultation_process;online_public_consultation
33676;first_half;second_half;first_quarter;latter_part
33654;rue_de_la_loi;b-1049_bruxelles;-1049;b-1049
33602;previous_years;previous_year;previous;following_years
33600;regulatory_framework;legislative_framework;legal_framework;regulatory_regime
33543;second_half;first_half;latter_part;early_part
33447;starting_point;starting_points;good_starting_point;good_basis
33387;first_year;second_year;third_year;final_year
33354;carbon_dioxide;co2;carbon_monoxide;nitrous_oxide
33287;high_degree;higher_degree;considerable_degree;high_degrees
33263;small_number;limited_number;large_number;handful
33180;economic_activities;economic_activity;statistical_classification;industrial_activities
33150;htm_link;see_link;asp_link_link_link;eu_link_link
33122;long_run;short_run;longer_run;medium_run
33106;subject_matter;scope_and_definitions_article;subject_matters;1subject_matter
32971;learning_outcomes;learning_outcomes_approach;non-formal_learning;prior_learning
32865;social_exclusion;poverty_and_social_exclusion;poverty;social_inclusion
32846;policy_options;different_policy_options;various_policy_options;preferred_options
32751;trade_mark;proprietor;trade_marks;community_trade_mark
32672;central_banks;central_bank;financial_institutions;national_central_banks
32649;special_report;rapporteur_cont_working_document;2/2011_follow-up;cont_committee_working_document
32641;financial_crisis;global_financial_crisis;economic_and_financial_crisis;financial_and_economic_crisis
32631;common_rules;denied_boarding_compensation_system;95/93_council_regulation;regular_and_special_regular_services
32613;two_types;three_types;four_types;main_types
32594;specific_measures;new_measures;specific_action;special_measures
32532;bovine_animals;ovine_and_caprine_animals;swine;goats
32521;durum_wheat;rye;common_wheat;barley
32511;gdp_growth;real_gdp_growth;output_growth;real_gdp
32402;gross_domestic_product;gdp;market_prices;gross_value
32285;current_situation;current_state;overall_situation;actual_situation
32230;collective_agreements;collective_labour_agreements;collective_agreement;sectoral_collective_agreements
32226;supply_chain;supply_chains;value_chain;production_chain
32195;labour_productivity;labour_productivity_growth;total_factor_productivity;productivity
32184;key_role;crucial_role;major_role;vital_role
32111;eu_bookshop;priced_publications;eu_publications;bookshop
32025;contested_decision;contested_decisions;contested_regulation;contested_judgment
32004;statistical_data;statistical_information;comparable_statistics;relevant_statistics
31992;financial_assistance;financial_support;financial_aid;assistance
31915;intervention_agency;intervention_agencies;competent_agency;successful_tenderer
31876;skimmed-milk_powder;butteroil;butter;whole_milk_powder
31839;first_paragraph;second_paragraph;third_paragraph;second_subparagraph
31825;financial_sector;banking_sector;banking_system;financial_system
31801;european_atomic_energy_community;european_atomic_energy;european_atomic_community;euratom
31635;nuclear_energy;nuclear_power;nuclear_fission;peaceful_use
31626;animal_origin;animal_products;plant_origin;non-animal_origin
31586;social_dialogue;european_social_dialogue;collective_bargaining;social_partners
31574;public_transport;public_transportation;local_public_transport;collective_transport
31522;one_part;part_official_journal;part_explanatory_memorandum;east_african_community_partner_states
31499;industrial_production;industrial_output;dustrial_production;intermediate_goods
31426;market_prices;gross_domestic_product;current_market_prices;gross_value
31350;working_groups;task_forces;expert_groups;different_working_groups
31341;task_force;working_group;task_forces;steering_group
31340;general_budget;financial_regulation;financial_rules;union_budget
31308;economic_and_monetary_union;monetary_union;emu;european_monetary_union
31296;food_aid;emergency_food_aid;food-aid_programme;emergency_aid
31240;new_products;innovative_products;improved_products;new_product
31178;external_relations;commercial_policy;external_policy;external_affairs
31144;local_government;central_government;local_governments;central_and_local_government
30955;technology_transfer;technological_transfer;knowledge_transfer;technology_transfers
30899;common_organisation;common_organization;common_organizations;common_organisations
30755;international_conference;international_symposium;international_workshop;symposium
